epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1979.16,1.80576,0.71145,0.00062,0.83393,0.77964,0.8775,0.47374,1.69908,0.70483,0.00059,0.00132043,0.00132043,0.00132043
23,2068.03,1.87297,0.71307,0.00064,0.86689,0.80315,0.89728,0.44499,1.85276,0.6828,0.00063,0.00130393,0.00130393,0.00130393
24,2157.02,1.79754,0.69525,0.00061,0.84291,0.77696,0.87314,0.44987,1.8598,0.70593,0.00064,0.00128742,0.00128742,0.00128742
25,2249.94,1.82533,0.70763,0.00062,0.85604,0.79789,0.8893,0.47053,1.7561,0.69123,0.0006,0.00127092,0.00127092,0.00127092
26,2341.34,1.82867,0.71321,0.00063,0.85154,0.79092,0.89553,0.49075,1.6733,0.67943,0.00057,0.00125442,0.00125442,0.00125442
27,2431.94,1.73459,0.68332,0.0006,0.83775,0.80039,0.88419,0.4929,1.65661,0.70212,0.00057,0.00123791,0.00123791,0.00123791
28,2524.91,1.76538,0.69863,0.0006,0.86473,0.79808,0.89567,0.50418,1.60449,0.6754,0.00055,0.00122141,0.00122141,0.00122141
29,2618.57,1.77781,0.6809,0.0006,0.87245,0.81862,0.90778,0.48938,1.69811,0.64755,0.00057,0.00120491,0.00120491,0.00120491
30,2712.68,1.76811,0.68059,0.00059,0.88175,0.80872,0.90421,0.51351,1.59424,0.63474,0.00054,0.0011884,0.0011884,0.0011884
31,2805.98,1.68795,0.65904,0.00057,0.8441,0.83252,0.91236,0.51877,1.59398,0.63526,0.00054,0.0011719,0.0011719,0.0011719
32,2897.42,1.72702,0.6735,0.00058,0.86274,0.81009,0.90831,0.51206,1.60719,0.65408,0.00054,0.0011554,0.0011554,0.0011554
33,2988.16,1.68432,0.63229,0.00056,0.86612,0.79737,0.90004,0.5272,1.58392,0.6457,0.00054,0.00113889,0.00113889,0.00113889
34,3081.65,1.7128,0.65369,0.00058,0.87531,0.80356,0.9018,0.50383,1.63943,0.65225,0.00055,0.00112239,0.00112239,0.00112239
35,3173.67,1.71657,0.66477,0.00059,0.8743,0.79669,0.90135,0.49338,1.66839,0.68081,0.00056,0.00110589,0.00110589,0.00110589
36,3264.49,1.66246,0.62323,0.00055,0.85981,0.82494,0.90901,0.4986,1.66312,0.65022,0.00055,0.00108938,0.00108938,0.00108938
37,3356.25,1.67278,0.62467,0.00054,0.86169,0.82439,0.90654,0.52693,1.56504,0.68777,0.00052,0.00107288,0.00107288,0.00107288
38,3448.31,1.63865,0.62595,0.00055,0.90122,0.83799,0.9265,0.52162,1.60317,0.58753,0.00053,0.00105638,0.00105638,0.00105638
39,3544.89,1.65954,0.61153,0.00054,0.85962,0.82755,0.91554,0.52329,1.57929,0.63217,0.00053,0.00103987,0.00103987,0.00103987
40,3637.34,1.62909,0.61642,0.00055,0.8835,0.84152,0.9236,0.53711,1.56282,0.60105,0.00052,0.00102337,0.00102337,0.00102337
41,3728.3,1.67536,0.64605,0.00057,0.87531,0.85952,0.9249,0.52943,1.59228,0.59976,0.00054,0.00100687,0.00100687,0.00100687
42,3820.69,1.63091,0.60009,0.00053,0.87262,0.81445,0.91648,0.52754,1.56141,0.64349,0.00052,0.000990365,0.000990365,0.000990365
43,3915.83,1.59149,0.59624,0.00052,0.89318,0.82113,0.91331,0.54712,1.51505,0.63562,0.00051,0.000973861,0.000973861,0.000973861
44,4007.29,1.62629,0.61746,0.00055,0.873,0.81063,0.9145,0.55418,1.50635,0.61564,0.00051,0.000957358,0.000957358,0.000957358
45,4101.36,1.59374,0.61164,0.00054,0.8568,0.80011,0.90405,0.54087,1.51721,0.6607,0.00051,0.000940855,0.000940855,0.000940855
46,4194.44,1.58052,0.60103,0.00053,0.8864,0.81601,0.91976,0.5562,1.4869,0.62052,0.00051,0.000924352,0.000924352,0.000924352
47,4291.56,1.59601,0.59333,0.00053,0.89173,0.82023,0.9163,0.49396,1.68847,0.67845,0.00056,0.000907848,0.000907848,0.000907848
48,4384.98,1.53799,0.57341,0.00051,0.82095,0.84072,0.91381,0.53532,1.52784,0.68381,0.00051,0.000891345,0.000891345,0.000891345
49,4477.4,1.56639,0.59278,0.00052,0.88971,0.79651,0.91162,0.54002,1.5478,0.67357,0.00052,0.000874842,0.000874842,0.000874842
50,4573.55,1.55978,0.60026,0.00052,0.84681,0.85562,0.92761,0.54464,1.54346,0.59128,0.00051,0.000858338,0.000858338,0.000858338
51,4665.19,1.56212,0.58602,0.00052,0.88072,0.83113,0.92147,0.52521,1.57335,0.63403,0.00053,0.000841835,0.000841835,0.000841835
52,4757.08,1.56914,0.58532,0.00051,0.90583,0.83103,0.92124,0.54481,1.53136,0.59478,0.00051,0.000825332,0.000825332,0.000825332
53,4848.96,1.56188,0.58687,0.00052,0.84213,0.83651,0.92003,0.55116,1.51081,0.66161,0.00051,0.000808828,0.000808828,0.000808828
54,4944.39,1.52449,0.56645,0.00051,0.87632,0.80995,0.91591,0.53181,1.54722,0.6546,0.00052,0.000792325,0.000792325,0.000792325
55,5037.33,1.53808,0.57296,0.00051,0.87814,0.81819,0.91895,0.55866,1.48375,0.62317,0.0005,0.000775822,0.000775822,0.000775822
56,5151.77,1.54611,0.57511,0.00052,0.90155,0.83429,0.92519,0.5428,1.52983,0.61407,0.00052,0.000759318,0.000759318,0.000759318
57,5301.02,1.51697,0.57426,0.00049,0.86515,0.83983,0.91881,0.53105,1.56388,0.6332,0.00052,0.000742815,0.000742815,0.000742815
58,5455.06,1.54198,0.59022,0.00052,0.85313,0.84062,0.9174,0.54087,1.53435,0.61707,0.00052,0.000726312,0.000726312,0.000726312
59,5602.99,1.52264,0.58181,0.0005,0.90818,0.79872,0.92872,0.55646,1.4811,0.61153,0.0005,0.000709809,0.000709809,0.000709809
60,5768.3,1.53797,0.5671,0.00051,0.90002,0.85298,0.94011,0.57933,1.41523,0.55858,0.00048,0.000693305,0.000693305,0.000693305
61,5861.39,1.52288,0.57776,0.00049,0.89231,0.79936,0.92172,0.55749,1.48376,0.64606,0.0005,0.000676802,0.000676802,0.000676802
62,5945.01,1.55582,0.5653,0.00052,0.90762,0.82818,0.9357,0.58094,1.43185,0.55812,0.00049,0.000660299,0.000660299,0.000660299
63,6033.24,1.48871,0.55971,0.00049,0.87438,0.85733,0.93307,0.57473,1.43447,0.57725,0.00049,0.000643795,0.000643795,0.000643795
64,6140.78,1.48394,0.56468,0.00049,0.88344,0.85319,0.93762,0.57935,1.4369,0.57519,0.00049,0.000627292,0.000627292,0.000627292
65,6245,1.48328,0.54459,0.00048,0.87182,0.85155,0.91869,0.55291,1.4871,0.64185,0.0005,0.000610789,0.000610789,0.000610789
66,6389.23,1.51146,0.56732,0.0005,0.89136,0.84056,0.9313,0.57276,1.44428,0.59776,0.00048,0.000594286,0.000594286,0.000594286
67,6517.17,1.50348,0.55469,0.0005,0.88621,0.85551,0.9395,0.58709,1.42053,0.57014,0.00048,0.000577782,0.000577782,0.000577782
68,6669.26,1.47381,0.55223,0.00048,0.88842,0.8566,0.93358,0.57834,1.43663,0.57224,0.00049,0.000561279,0.000561279,0.000561279
69,6792.1,1.48227,0.55051,0.0005,0.88561,0.84811,0.93766,0.59064,1.39109,0.57966,0.00047,0.000544776,0.000544776,0.000544776
70,6903.56,1.4868,0.55175,0.0005,0.90021,0.83891,0.93515,0.5934,1.37818,0.55533,0.00046,0.000528272,0.000528272,0.000528272
71,7009.95,1.47478,0.55138,0.00048,0.88445,0.85185,0.93577,0.58741,1.41004,0.54613,0.00047,0.000511769,0.000511769,0.000511769
72,7126.08,1.44867,0.53877,0.00047,0.90334,0.83953,0.93807,0.59398,1.37708,0.5816,0.00046,0.000495266,0.000495266,0.000495266
73,7233.61,1.46724,0.54162,0.00048,0.89765,0.8486,0.93627,0.57406,1.46258,0.58614,0.00049,0.000478762,0.000478762,0.000478762
74,7343.75,1.42235,0.53148,0.00046,0.88516,0.85859,0.93246,0.59013,1.39534,0.57281,0.00047,0.000462259,0.000462259,0.000462259
75,7494.07,1.4634,0.55069,0.00048,0.90143,0.84401,0.93893,0.57968,1.44431,0.57826,0.00049,0.000445756,0.000445756,0.000445756
76,7626.45,1.43788,0.5369,0.00048,0.8977,0.83508,0.92853,0.56697,1.46093,0.59514,0.00049,0.000429253,0.000429253,0.000429253
77,7764.26,1.4166,0.52832,0.00045,0.90024,0.84608,0.93341,0.5893,1.40357,0.58067,0.00048,0.000412749,0.000412749,0.000412749
78,7927.83,1.41812,0.53462,0.00046,0.90313,0.84204,0.93794,0.58687,1.4085,0.57219,0.00048,0.000396246,0.000396246,0.000396246
79,8082.09,1.4123,0.53601,0.00046,0.91137,0.85575,0.93821,0.59861,1.39133,0.57933,0.00047,0.000379743,0.000379743,0.000379743
80,8232.69,1.39929,0.5259,0.00046,0.89868,0.85094,0.93926,0.59421,1.38387,0.58862,0.00047,0.000363239,0.000363239,0.000363239
81,8379.44,1.43247,0.54061,0.00047,0.91588,0.82504,0.93797,0.59781,1.38243,0.60271,0.00047,0.000346736,0.000346736,0.000346736
82,8484.23,1.38712,0.51372,0.00044,0.91335,0.83533,0.93503,0.5893,1.40057,0.62241,0.00047,0.000330233,0.000330233,0.000330233
83,8580.05,1.36608,0.50821,0.00044,0.90515,0.84573,0.93687,0.60097,1.36187,0.58715,0.00045,0.000313729,0.000313729,0.000313729
84,8671.57,1.36554,0.51061,0.00045,0.90764,0.84328,0.93138,0.59863,1.36303,0.59493,0.00046,0.000297226,0.000297226,0.000297226
85,8765.5,1.39268,0.50923,0.00046,0.90979,0.85721,0.94337,0.60835,1.34586,0.57599,0.00045,0.000280723,0.000280723,0.000280723
86,8859.21,1.371,0.51467,0.00045,0.88495,0.86565,0.93751,0.60721,1.34212,0.5992,0.00045,0.00026422,0.00026422,0.00026422
87,8956.92,1.37932,0.52171,0.00045,0.88781,0.85519,0.93162,0.61121,1.32447,0.60087,0.00044,0.000247716,0.000247716,0.000247716
88,9055.24,1.3511,0.50909,0.00045,0.90344,0.83794,0.93464,0.60617,1.34068,0.59306,0.00045,0.000231213,0.000231213,0.000231213
89,9150.54,1.37604,0.51414,0.00045,0.91865,0.84687,0.93955,0.6077,1.34812,0.56545,0.00045,0.00021471,0.00021471,0.00021471
90,9248.47,1.38961,0.51737,0.00044,0.921,0.84845,0.93841,0.6115,1.3353,0.58409,0.00045,0.000198206,0.000198206,0.000198206
91,9353.81,1.28882,0.46081,0.00045,0.92417,0.85427,0.9365,0.60957,1.35413,0.55179,0.00045,0.000181703,0.000181703,0.000181703
92,9445.19,1.29494,0.44751,0.00045,0.91301,0.85301,0.93844,0.60078,1.36258,0.57794,0.00046,0.0001652,0.0001652,0.0001652
93,9537.55,1.29875,0.46034,0.00046,0.91499,0.84239,0.93262,0.60752,1.33707,0.59089,0.00045,0.000148696,0.000148696,0.000148696
94,9629.49,1.27325,0.44902,0.00045,0.90726,0.85167,0.94119,0.61223,1.32827,0.58469,0.00044,0.000132193,0.000132193,0.000132193
95,9721.62,1.26246,0.44218,0.00043,0.91044,0.84667,0.94206,0.60333,1.35268,0.57631,0.00045,0.00011569,0.00011569,0.00011569
96,9813.77,1.271,0.44986,0.00044,0.90887,0.84104,0.93194,0.6101,1.32038,0.59622,0.00044,9.91865e-05,9.91865e-05,9.91865e-05
97,9911.52,1.26032,0.44987,0.00044,0.91904,0.84778,0.93891,0.60531,1.34636,0.58921,0.00045,8.26832e-05,8.26832e-05,8.26832e-05
98,10003.2,1.25553,0.44584,0.00043,0.91755,0.84881,0.93129,0.61008,1.33217,0.58529,0.00045,6.61799e-05,6.61799e-05,6.61799e-05
99,10098,1.24134,0.42839,0.00043,0.9224,0.84617,0.93804,0.61563,1.32138,0.57244,0.00044,4.96766e-05,4.96766e-05,4.96766e-05
100,10192.7,1.25797,0.4439,0.00043,0.91605,0.85439,0.93949,0.61281,1.32757,0.57095,0.00045,3.31733e-05,3.31733e-05,3.31733e-05
