epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,14311.5,1.40815,0.48862,0.00034,0.93063,0.92847,0.9806,0.64061,1.26048,0.45426,0.00042,0.000990365,0.000990365,0.000990365
43,14665.4,1.40939,0.47635,0.00034,0.93734,0.93132,0.98102,0.67493,1.15691,0.42625,0.00039,0.000973861,0.000973861,0.000973861
44,15026.2,1.43056,0.48589,0.00035,0.94182,0.92526,0.98244,0.66726,1.1751,0.43298,0.00039,0.000957358,0.000957358,0.000957358
45,15388.3,1.40852,0.48189,0.00034,0.93329,0.92596,0.98104,0.67053,1.16225,0.43175,0.00038,0.000940855,0.000940855,0.000940855
46,15747,1.42113,0.47753,0.00035,0.93843,0.93406,0.97957,0.67023,1.16229,0.43163,0.00038,0.000924352,0.000924352,0.000924352
47,16101.8,1.40178,0.48006,0.00035,0.92917,0.92512,0.9811,0.67618,1.14706,0.42585,0.00038,0.000907848,0.000907848,0.000907848
48,16456.3,1.38587,0.47643,0.00034,0.92401,0.9335,0.98008,0.67377,1.17527,0.41925,0.00039,0.000891345,0.000891345,0.000891345
49,16807.3,1.39864,0.48117,0.00035,0.93928,0.93031,0.98197,0.66678,1.17873,0.43525,0.00039,0.000874842,0.000874842,0.000874842
50,17161.2,1.38156,0.47448,0.00034,0.94676,0.93235,0.98293,0.67569,1.15259,0.42131,0.00038,0.000858338,0.000858338,0.000858338
51,17516.1,1.39325,0.4676,0.00033,0.9403,0.92458,0.9817,0.67462,1.1653,0.42583,0.00038,0.000841835,0.000841835,0.000841835
52,17866.3,1.38089,0.46584,0.00034,0.9526,0.91572,0.98319,0.67147,1.17242,0.42123,0.00039,0.000825332,0.000825332,0.000825332
53,18220.5,1.38103,0.47009,0.00035,0.93943,0.92367,0.98081,0.67694,1.15878,0.41817,0.00039,0.000808828,0.000808828,0.000808828
54,18573.4,1.38121,0.46115,0.00033,0.93674,0.93631,0.98155,0.66842,1.17459,0.43093,0.00039,0.000792325,0.000792325,0.000792325
